anggota_kk,pendapatan,kondisi_rumah,sumber_air_minum,akses_listrik,kepemilikan_aset,pekerjaan,status_kepemilikan_rumah,penghasilan_dibawah_ump,aset_produktif,akses_pendidikan,akses_kesehatan,akses_sanitasi,akses_listrik_ump,rumah_tidak_layak_huni,skor_kemiskinan,kategori_asesmen,rekomendasi_bantuan
7,8386198,Tidak Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,0,0,1,1,1,0,1,60,Miskin,PKH
4,3039300,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,1,1,1,1,1,1,0,35,Rentan Miskin,BLT
7,2763162,Semi Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Kontrak,1,0,0,1,0,0,0,70,Sangat Miskin,Bantuan Sembako
2,1945664,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,0,1,1,0,0,0,60,Miskin,PKH
8,4233911,Permanen,PAM,Tidak Ada,Ada,Petani,Milik Sendiri,1,1,1,1,1,1,0,35,Rentan Miskin,BLT
8,2486166,Semi Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,1,1,1,1,0,1,0,50,Miskin,PKH
3,4115158,Tidak Permanen,Sumur,Tidak Ada,Ada,Petani,Milik Sendiri,1,0,1,0,0,1,1,70,Sangat Miskin,Bantuan Sembako
5,7458809,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,1,0,0,0,50,Miskin,PKH
1,3727007,Tidak Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Sewa,1,0,1,1,1,0,1,75,Sangat Miskin,Bantuan Sembako
8,7788527,Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
8,5789534,Semi Permanen,Sungai,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
2,9860502,Tidak Permanen,Sungai,PLN,Tidak Ada,Petani,Milik Sendiri,0,0,0,0,1,0,1,50,Miskin,PKH
3,6376083,Semi Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,0,1,0,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
4,1091891,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,0,1,1,1,0,0,55,Miskin,PKH
3,923636,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,1,1,0,1,65,Miskin,PKH
7,4515432,Tidak Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,1,0,1,0,0,1,55,Miskin,PKH
8,6048717,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,0,1,0,0,1,65,Miskin,PKH
7,2181012,Tidak Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,1,1,0,0,0,0,1,80,Sangat Miskin,Bantuan Sembako
5,1279345,Semi Permanen,Sungai,PLN,Ada,Pedagang Kecil,Sewa,1,1,1,1,1,0,0,50,Miskin,PKH
2,9882283,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,0,0,1,0,1,50,Miskin,PKH
4,1135089,Semi Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Milik Sendiri,1,1,0,1,0,1,0,40,Rentan Miskin,BLT
3,7241319,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,1,0,0,0,1,0,20,Tidak Miskin,Tidak Layak Menerima
8,4507868,Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,1,1,0,15,Tidak Miskin,Tidak Layak Menerima
5,6388864,Semi Permanen,PAM,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
6,4156449,Tidak Permanen,Sungai,PLN,Tidak Ada,Pedagang Kecil,Kontrak,1,0,0,1,0,0,1,90,Sangat Miskin,Bantuan Sembako
5,9619990,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,1,1,0,0,0,1,55,Miskin,PKH
8,1438305,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,1,1,0,1,1,75,Sangat Miskin,Bantuan Sembako
4,9583411,Permanen,Sumur,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
7,9540851,Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,0,0,0,0,0,45,Rentan Miskin,BLT
8,8257181,Tidak Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Kontrak,0,1,1,0,1,0,1,50,Miskin,PKH
5,7782566,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,1,0,0,0,0,0,40,Rentan Miskin,BLT
8,3890251,Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,1,1,0,0,1,0,0,50,Miskin,PKH
5,7939719,Permanen,PAM,PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,0,0,1,1,0,0,40,Rentan Miskin,BLT
7,7288776,Semi Permanen,PAM,PLN,Ada,Buruh Harian Lepas,Kontrak,0,0,0,0,1,0,0,40,Rentan Miskin,BLT
4,6645642,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,0,1,0,1,1,0,1,45,Rentan Miskin,BLT
5,6516012,Tidak Permanen,Sungai,Tidak Ada,Ada,Petani,Kontrak,0,1,0,0,1,1,1,40,Rentan Miskin,BLT
8,8622369,Permanen,Sumur,PLN,Tidak Ada,Petani,Kontrak,0,0,1,1,0,0,0,50,Miskin,PKH
7,1603202,Semi Permanen,PAM,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,1,0,1,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
8,4988913,Permanen,PAM,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,0,0,1,0,0,35,Rentan Miskin,BLT
6,971679,Permanen,Sumur,PLN,Tidak Ada,Petani,Sewa,1,1,0,1,0,0,0,60,Miskin,PKH
1,5055743,Tidak Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,1,0,0,1,65,Miskin,PKH
4,5253816,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Sewa,0,0,0,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
5,8166108,Permanen,PAM,PLN,Ada,Petani,Kontrak,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
7,8146860,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,0,1,1,1,0,1,60,Miskin,PKH
2,8571349,Permanen,Sumur,PLN,Tidak Ada,Petani,Kontrak,0,1,0,0,0,0,0,35,Rentan Miskin,BLT
8,8448846,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,0,0,0,0,1,1,0,30,Rentan Miskin,BLT
1,3431314,Semi Permanen,PAM,PLN,Ada,Pegawai Swasta,Sewa,1,1,0,1,0,0,0,55,Miskin,PKH
8,3224668,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,0,0,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
5,4839191,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
2,3065603,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Sewa,1,0,0,1,1,0,1,75,Sangat Miskin,Bantuan Sembako
3,6440949,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,0,0,0,0,30,Rentan Miskin,BLT
4,8560110,Semi Permanen,PAM,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
4,9470175,Semi Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,1,0,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
4,7584340,Permanen,Sungai,PLN,Ada,Pedagang Kecil,Kontrak,0,0,1,1,1,0,0,35,Rentan Miskin,BLT
2,2475472,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,0,1,0,1,70,Sangat Miskin,Bantuan Sembako
4,7595267,Tidak Permanen,PAM,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,0,1,1,40,Rentan Miskin,BLT
5,9150415,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,1,0,0,1,65,Miskin,PKH
3,5674430,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,0,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,1302812,Permanen,Sungai,Tidak Ada,Ada,Petani,Kontrak,1,0,1,0,1,1,0,50,Miskin,PKH
6,5414154,Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,1,1,0,1,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,5827405,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,0,0,1,0,35,Rentan Miskin,BLT
4,7854768,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,0,0,1,0,0,1,65,Miskin,PKH
5,3872884,Tidak Permanen,Sumur,Tidak Ada,Ada,Petani,Sewa,1,0,0,0,1,1,1,70,Sangat Miskin,Bantuan Sembako
1,9780250,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pedagang Kecil,Kontrak,0,0,0,0,0,0,0,45,Rentan Miskin,BLT
5,3373132,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,0,1,0,0,1,1,80,Sangat Miskin,Bantuan Sembako
8,9896842,Semi Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,0,0,1,1,1,0,0,35,Rentan Miskin,BLT
5,1712395,Tidak Permanen,Sumur,PLN,Ada,Pedagang Kecil,Sewa,1,1,0,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
8,6920580,Tidak Permanen,Sungai,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,0,1,1,0,1,1,60,Miskin,PKH
4,6466991,Tidak Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,1,0,0,1,60,Miskin,PKH
5,7160550,Semi Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
4,8939376,Permanen,PAM,Listrik Non-PLN,Ada,Petani,Sewa,0,1,1,1,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,7984342,Tidak Permanen,PAM,PLN,Tidak Ada,Petani,Kontrak,0,1,0,0,0,0,1,60,Miskin,PKH
8,2957925,Semi Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,1,1,0,0,1,0,45,Rentan Miskin,BLT
5,6788315,Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Sewa,0,1,0,0,0,0,0,40,Rentan Miskin,BLT
2,2124306,Permanen,Sungai,PLN,Ada,Pedagang Kecil,Sewa,1,1,1,0,1,0,0,45,Rentan Miskin,BLT
4,5690276,Semi Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,0,0,0,0,40,Rentan Miskin,BLT
7,564471,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,1,0,0,0,60,Miskin,PKH
6,5442300,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,1,1,0,0,0,40,Rentan Miskin,BLT
3,4593736,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Sewa,0,1,1,1,0,1,1,45,Rentan Miskin,BLT
6,4700339,Tidak Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,0,0,1,0,1,0,1,55,Miskin,PKH
7,6053671,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,0,1,1,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
5,7209951,Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,0,0,0,0,1,0,40,Rentan Miskin,BLT
6,6345814,Tidak Permanen,Sumur,PLN,Ada,Petani,Sewa,0,1,0,0,1,0,1,50,Miskin,PKH
5,3068810,Tidak Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Sewa,1,1,0,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
8,3338218,Tidak Permanen,PAM,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,1,1,1,0,1,1,1,60,Miskin,PKH
7,5206875,Tidak Permanen,Sumur,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,0,0,1,0,0,1,65,Miskin,PKH
4,9609486,Tidak Permanen,Sumur,PLN,Ada,Petani,Milik Sendiri,0,1,1,1,1,0,1,40,Rentan Miskin,BLT
7,5809405,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Sewa,0,0,0,1,1,0,0,40,Rentan Miskin,BLT
5,8732771,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Milik Sendiri,0,0,0,1,0,0,0,45,Rentan Miskin,BLT
5,4777167,Semi Permanen,Sumur,Tidak Ada,Ada,Buruh Harian Lepas,Sewa,0,0,1,1,1,1,0,30,Rentan Miskin,BLT
3,9552118,Permanen,PAM,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,1,0,0,1,1,0,10,Tidak Miskin,Tidak Layak Menerima
3,3648923,Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,1,1,0,0,0,0,0,55,Miskin,PKH
1,1559386,Semi Permanen,PAM,Listrik Non-PLN,Ada,Petani,Milik Sendiri,1,0,0,0,1,0,0,50,Miskin,PKH
4,7990318,Permanen,Sungai,Listrik Non-PLN,Ada,Petani,Kontrak,0,0,1,0,0,0,0,45,Rentan Miskin,BLT
1,1472062,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Pedagang Kecil,Kontrak,1,0,0,0,0,0,0,65,Miskin,PKH
8,1384149,Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,1,1,1,0,0,1,0,45,Rentan Miskin,BLT
2,923718,Permanen,PAM,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,0,1,0,0,0,0,65,Miskin,PKH
8,3682308,Tidak Permanen,Sumur,PLN,Tidak Ada,Petani,Milik Sendiri,1,1,0,0,0,0,1,75,Sangat Miskin,Bantuan Sembako
6,1283459,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,0,0,0,65,Miskin,PKH
3,1427276,Tidak Permanen,Sumur,PLN,Tidak Ada,Petani,Kontrak,1,1,1,1,0,0,1,75,Sangat Miskin,Bantuan Sembako
4,5227326,Tidak Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Kontrak,0,0,0,1,1,0,1,55,Miskin,PKH
8,852270,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,1,1,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
1,2568363,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,1,1,1,1,0,0,40,Rentan Miskin,BLT
2,4463551,Tidak Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Kontrak,1,0,1,1,0,1,1,75,Sangat Miskin,Bantuan Sembako
2,988952,Permanen,Sungai,PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,1,1,0,0,0,60,Miskin,PKH
3,3131134,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Kontrak,1,0,0,1,1,0,0,55,Miskin,PKH
2,8179934,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,0,0,0,1,1,0,1,55,Miskin,PKH
6,2456951,Permanen,PAM,Listrik Non-PLN,Ada,Pedagang Kecil,Sewa,1,0,0,0,0,0,0,70,Sangat Miskin,Bantuan Sembako
1,7724778,Semi Permanen,PAM,PLN,Tidak Ada,Petani,Kontrak,0,0,1,1,1,0,0,35,Rentan Miskin,BLT
7,1022133,Semi Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,1,0,0,0,0,65,Miskin,PKH
3,7507956,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Sewa,0,0,1,1,1,1,1,45,Rentan Miskin,BLT
3,6700296,Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,0,1,0,0,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
5,8350554,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,0,0,0,0,1,0,1,60,Miskin,PKH
6,2804190,Permanen,Sungai,Tidak Ada,Tidak Ada,Pegawai Swasta,Sewa,1,1,1,0,1,1,0,40,Rentan Miskin,BLT
8,1204380,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,1,0,0,1,85,Sangat Miskin,Bantuan Sembako
1,3713503,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,1,1,1,0,0,0,50,Miskin,PKH
4,1282854,Permanen,Sungai,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,1,0,0,0,0,0,55,Miskin,PKH
1,3963269,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,0,0,0,0,0,1,85,Sangat Miskin,Bantuan Sembako
7,9937789,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,0,1,1,1,1,0,0,30,Rentan Miskin,BLT
1,1446844,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,1,1,0,0,40,Rentan Miskin,BLT
3,6423407,Tidak Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,0,0,0,1,0,0,1,60,Miskin,PKH
6,727193,Permanen,Sumur,PLN,Ada,Petani,Sewa,1,1,0,1,1,0,0,50,Miskin,PKH
7,6405397,Permanen,Sungai,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,1,1,1,1,0,0,30,Rentan Miskin,BLT
8,6462815,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,0,1,0,1,0,0,0,35,Rentan Miskin,BLT
1,1513431,Permanen,Sumur,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,1,0,1,0,1,1,0,40,Rentan Miskin,BLT
1,8476881,Permanen,Sungai,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,0,0,1,0,20,Tidak Miskin,Tidak Layak Menerima
4,9231749,Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Sewa,0,0,0,1,1,0,0,35,Rentan Miskin,BLT
4,3377619,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,0,0,0,0,0,0,60,Miskin,PKH
5,6449441,Permanen,Sumur,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,0,0,0,1,1,1,0,25,Tidak Miskin,Tidak Layak Menerima
7,1506772,Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Milik Sendiri,1,0,0,0,0,0,0,65,Miskin,PKH
2,4357450,Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Sewa,1,0,1,0,1,0,0,55,Miskin,PKH
8,2628444,Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Sewa,1,1,1,0,1,0,0,50,Miskin,PKH
5,3392294,Semi Permanen,Sumur,PLN,Ada,Buruh Harian Lepas,Kontrak,1,0,1,1,0,0,0,70,Sangat Miskin,Bantuan Sembako
2,2270476,Semi Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,1,1,0,0,0,0,55,Miskin,PKH
2,6563911,Tidak Permanen,Sungai,PLN,Ada,Pegawai Swasta,Kontrak,0,1,1,0,0,0,1,55,Miskin,PKH
4,2789131,Semi Permanen,PAM,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,1,0,0,0,0,0,0,65,Miskin,PKH
7,5046099,Permanen,PAM,Tidak Ada,Ada,Petani,Kontrak,0,0,1,0,0,1,0,40,Rentan Miskin,BLT
6,2704070,Tidak Permanen,Sumur,PLN,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,0,0,0,1,80,Sangat Miskin,Bantuan Sembako
5,1854700,Semi Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Sewa,1,1,0,0,1,0,0,50,Miskin,PKH
4,3142420,Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Kontrak,1,1,0,1,1,0,0,45,Rentan Miskin,BLT
6,6233656,Semi Permanen,PAM,PLN,Tidak Ada,Petani,Kontrak,0,0,1,1,1,0,0,40,Rentan Miskin,BLT
6,5309941,Permanen,PAM,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
6,4064640,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Milik Sendiri,1,0,1,0,1,0,0,55,Miskin,PKH
1,9407063,Semi Permanen,Sumur,Listrik Non-PLN,Ada,Petani,Kontrak,0,0,1,1,0,0,0,45,Rentan Miskin,BLT
8,3255891,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Petani,Milik Sendiri,1,1,1,0,1,1,1,55,Miskin,PKH
4,2052254,Semi Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,1,1,0,0,1,0,45,Rentan Miskin,BLT
3,9895711,Permanen,Sungai,PLN,Ada,Pedagang Kecil,Milik Sendiri,0,1,0,1,0,0,0,30,Rentan Miskin,BLT
2,4107660,Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Kontrak,1,0,1,1,0,1,0,55,Miskin,PKH
1,2990247,Tidak Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,1,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
5,8085061,Semi Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Sewa,0,0,0,0,1,1,0,30,Rentan Miskin,BLT
2,4076616,Tidak Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,1,0,1,70,Sangat Miskin,Bantuan Sembako
6,8440880,Semi Permanen,Sungai,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,0,1,1,0,1,0,0,30,Rentan Miskin,BLT
6,6861793,Permanen,PAM,Tidak Ada,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,1,0,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
8,8971839,Semi Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,0,1,0,1,0,0,35,Rentan Miskin,BLT
4,9802477,Tidak Permanen,Sungai,PLN,Ada,Buruh Harian Lepas,Sewa,0,1,1,1,0,0,1,55,Miskin,PKH
4,5897209,Semi Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,0,1,1,0,1,0,0,25,Tidak Miskin,Tidak Layak Menerima
8,2882600,Semi Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Sewa,1,0,0,1,1,1,0,50,Miskin,PKH
2,4488119,Tidak Permanen,Sumur,Tidak Ada,Ada,Pedagang Kecil,Kontrak,1,0,0,1,0,1,1,75,Sangat Miskin,Bantuan Sembako
4,1393703,Permanen,Sungai,PLN,Tidak Ada,Pegawai Swasta,Milik Sendiri,1,0,0,1,1,0,0,50,Miskin,PKH
6,3213734,Tidak Permanen,Sungai,Tidak Ada,Tidak Ada,Pedagang Kecil,Sewa,1,1,0,1,0,1,1,70,Sangat Miskin,Bantuan Sembako
6,9142159,Semi Permanen,PAM,Tidak Ada,Ada,Buruh Harian Lepas,Kontrak,0,0,1,1,0,1,0,40,Rentan Miskin,BLT
2,4375622,Permanen,Sumur,Tidak Ada,Ada,Petani,Kontrak,1,1,0,1,0,1,0,45,Rentan Miskin,BLT
1,1785152,Permanen,Sumur,Tidak Ada,Tidak Ada,Pedagang Kecil,Kontrak,1,0,1,0,0,1,0,55,Miskin,PKH
8,3457596,Permanen,PAM,Listrik Non-PLN,Tidak Ada,Petani,Milik Sendiri,1,1,1,0,1,0,0,45,Rentan Miskin,BLT
4,687507,Tidak Permanen,Sungai,Listrik Non-PLN,Ada,Buruh Harian Lepas,Kontrak,1,0,0,1,1,0,1,75,Sangat Miskin,Bantuan Sembako
6,2928058,Permanen,PAM,PLN,Tidak Ada,Pegawai Swasta,Sewa,1,1,0,1,0,0,0,60,Miskin,PKH
5,1496661,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Sewa,1,0,0,0,0,0,1,90,Sangat Miskin,Bantuan Sembako
1,7532911,Permanen,Sungai,Tidak Ada,Ada,Petani,Kontrak,0,0,1,1,0,1,0,35,Rentan Miskin,BLT
4,3575976,Permanen,PAM,PLN,Tidak Ada,Pedagang Kecil,Milik Sendiri,1,0,0,1,0,0,0,60,Miskin,PKH
2,1675942,Permanen,PAM,Listrik Non-PLN,Ada,Petani,Milik Sendiri,1,1,1,0,0,0,0,50,Miskin,PKH
5,6314838,Permanen,Sumur,Listrik Non-PLN,Tidak Ada,Pegawai Swasta,Sewa,0,0,1,1,0,0,0,50,Miskin,PKH
1,4219546,Tidak Permanen,Sumur,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,1,1,1,0,0,1,1,60,Miskin,PKH
7,2910636,Semi Permanen,PAM,Tidak Ada,Ada,Pedagang Kecil,Milik Sendiri,1,0,0,1,0,1,0,55,Miskin,PKH
6,4309025,Tidak Permanen,Sumur,Listrik Non-PLN,Ada,Pegawai Swasta,Sewa,1,0,1,0,1,0,1,80,Sangat Miskin,Bantuan Sembako
4,9938947,Tidak Permanen,PAM,Listrik Non-PLN,Tidak Ada,Buruh Harian Lepas,Milik Sendiri,0,1,0,1,1,0,1,40,Rentan Miskin,BLT
5,9824398,Semi Permanen,Sungai,Tidak Ada,Ada,Pegawai Swasta,Milik Sendiri,0,1,1,1,0,1,0,25,Tidak Miskin,Tidak Layak Menerima
8,4978202,Permanen,Sumur,PLN,Tidak Ada,Buruh Harian Lepas,Kontrak,0,0,0,0,0,0,0,50,Miskin,PKH
4,1750786,Tidak Permanen,PAM,PLN,Ada,Petani,Sewa,1,1,0,1,1,0,1,65,Miskin,PKH
7,714143,Tidak Permanen,Sumur,PLN,Tidak Ada,Pegawai Swasta,Kontrak,1,1,0,1,0,0,1,80,Sangat Miskin,Bantuan Sembako
7,1462132,Permanen,Sumur,Listrik Non-PLN,Ada,Pedagang Kecil,Milik Sendiri,1,1,0,0,0,0,0,55,Miskin,PKH
